feature,rf_importance,perm_importance,f_score,mutual_info,abs_correlation,rf_importance_norm,perm_importance_norm,f_score_norm,mutual_info_norm,abs_correlation_norm,combined_score
min_speed,0.006827738659035148,0.0,1.902506168859993,0.001479705134265652,0.015234848927442497,0.27544544253479303,0.0,0.06344809067479172,0.06431146709909194,0.24366660372243,0.12612105797754847
fraction_roaming,0.00018226735338072657,0.0,8.632416823719309,0.0,0.03243867487938268,0.007353051181178972,0.0,0.288378080042822,0.0,0.5322867085098443,0.11311020221390253
low_activity_fraction,0.0017677913583169533,0.0,2.2957604938990253,0.005476968225871071,0.016735087470705987,0.07131644858088429,0.0,0.07659160708776118,0.23804192720848055,0.26883536599498686,0.08740098531216427
high_activity_fraction,0.0014583081092459016,0.0,0.22377025751045793,0.007704216429286204,0.005225414819275955,0.05883123865201924,0.0,0.0073406518012997385,0.33484337517164514,0.07574326334267306,0.060176165807297545
mixed_activity_fraction,0.002120504276241055,0.0,0.3387640096740029,0.002329025297517884,0.006429322000450053,0.08554563493627876,0.0,0.011184022802497194,0.10122491996934815,0.09594062047448026,0.04761704908576591
turning_frequency,0.0,0.0,,0.007466558508677279,,0.0,0.0,,0.32451420269792475,,
exploration_ratio,0.0,0.0,,0.0016150576665987515,,0.0,0.0,,0.07019420665871297,,
turn_event_rate,0.0,0.0,,0.0,,0.0,0.0,,0.0,,
turn_clustering,0.0,0.0,,0.0,,0.0,0.0,,0.0,,
frac_turn,0.0,0.0,,0.0012795163212375726,,0.0,0.0,,0.05561079021115851,,
